file,n_frames,hand_frames,adult_frames,max_ratio,mean_ratio,edge_frac,max_motion,pred,err
2026-07-04_05-53-26.mp4,12,0,0,0.0,0.0,0.0,47.80168533325195,0,
2026-07-22_20-02-55.mp4,12,0,0,0.0,0.0,0.0,68.20429229736328,0,
2026-07-06_02-40-35.mp4,12,1,1,0.24643209924528459,0.24643209924528459,0.0,29.112194061279297,1,
2026-07-13_18-26-13.mp4,12,6,5,0.3887995338900849,0.26486695571991997,0.0,23.98106575012207,1,
2026-07-22_22-43-40.mp4,12,0,0,0.0,0.0,0.0,23.902542114257812,0,
2026-07-25_23-52-14.mp4,12,0,0,0.0,0.0,0.0,45.25940704345703,0,
2026-07-13_07-20-30.mp4,12,0,0,0.0,0.0,0.0,166.0995330810547,0,
2026-07-16_10-22-15.mp4,12,0,0,0.0,0.0,0.0,14.071844100952148,0,
2026-07-23_17-09-22.mp4,12,0,0,0.0,0.0,0.0,14.757843017578125,0,
2026-07-23_16-30-29.mp4,12,0,0,0.0,0.0,0.0,21.750490188598633,0,
2026-07-05_21-49-08.mp4,12,0,0,0.0,0.0,0.0,24.429258346557617,0,
2026-07-01_16-36-09.mp4,12,1,1,0.27913614634359873,0.27913614634359873,0.0,23.971477508544922,1,
2026-07-23_17-06-34.mp4,12,0,0,0.0,0.0,0.0,20.464061737060547,0,
2026-07-10_17-20-21.mp4,12,2,2,0.21224245641942957,0.20950815189040892,0.0,26.99390411376953,1,
2026-07-11_08-21-51.mp4,12,0,0,0.0,0.0,0.0,21.83275032043457,0,
2026-07-02_07-44-35.mp4,12,0,0,0.0,0.0,0.0,8.404779434204102,0,
2026-07-05_08-24-40.mp4,12,1,1,0.42085550497811003,0.42085550497811003,1.0,33.4293212890625,1,
2026-07-13_17-13-56.mp4,12,0,0,0.0,0.0,0.0,177.61093139648438,0,
2026-07-12_17-20-00.mp4,12,0,0,0.0,0.0,0.0,51.45716857910156,0,
2026-07-01_12-05-57.mp4,12,3,3,0.20379383511563387,0.19300100769515474,0.0,47.94751739501953,1,
2026-07-08_17-04-11.mp4,12,1,1,0.2613427891680805,0.2613427891680805,0.0,28.47135353088379,1,
2026-07-17_16-45-40.mp4,12,0,0,0.0,0.0,0.0,151.85980224609375,0,
2026-07-13_14-18-29.mp4,12,5,3,0.25353787613272777,0.17491633330965925,0.0,34.40171432495117,1,
2026-07-15_04-27-10.mp4,12,0,0,0.0,0.0,0.0,34.46446228027344,0,
2026-07-26_03-25-29.mp4,12,0,0,0.0,0.0,0.0,26.200275421142578,0,
2026-07-09_17-25-34.mp4,12,0,0,0.0,0.0,0.0,22.398223876953125,0,
2026-07-25_09-13-53.mp4,12,0,0,0.0,0.0,0.0,46.40827178955078,0,
2026-07-01_09-35-30.mp4,12,1,1,0.42215184274634693,0.42215184274634693,0.0,85.92681121826172,1,
2026-07-01_07-02-17.mp4,12,0,0,0.0,0.0,0.0,18.828798294067383,0,
2026-07-11_08-55-53.mp4,12,0,0,0.0,0.0,0.0,21.624969482421875,0,
2026-07-18_11-45-16.mp4,12,0,0,0.0,0.0,0.0,26.140226364135742,0,
2026-07-10_21-58-07.mp4,12,0,0,0.0,0.0,0.0,26.79947853088379,0,
2026-07-04_09-27-28.mp4,12,0,0,0.0,0.0,0.0,8.990287780761719,0,
2026-06-30_13-02-19.mp4,12,0,0,0.0,0.0,0.0,72.66580963134766,0,
2026-07-02_00-32-19.mp4,12,0,0,0.0,0.0,0.0,57.66274642944336,0,
